x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
0.036106564442644436,0.046494171514988046,0.04634669783530466,0.039056841296154436,0.04073238120325995,0.04491255068255606,0.06960309955650244,0.08099167452396713,0.07786413831404031,0.08183690320658224,0.08663457427466517,0.08546031907341896,0.09474939454010127,0.10244469252443954,0.09559591326207337,0.08618204854337687,0.07721392133452398,0.07650116266904804,0.07622114326774905,0.08196972378140027,0.1010407543592236,0.10507431403239813,0.10996696513211476,0.1072535915645,0.2600045555808415,0.374516908919419,0.5056943913838147,0.638692441402892,0.7532425516273711,0.8594851459974371
